TATORT;BEF;lon;lat
a2187;14937;15,774151;61,099355
a2188;36063;15,774151;61,099355
a2189;52620;15,774151;61,099355
a2190;31104;15,774151;61,099355
a2191;46308;15,774151;61,099355
a2192;50600;15,774151;61,099355
a2193;26477;15,774151;61,099355
a2194;26602;15,774151;61,099355
a2195;52132;15,774151;61,099355
a2196;6418;15,774151;61,099355
a2197;31500;15,774151;61,099355
a2198;7706;15,774151;61,099355
a2199;24026;15,774151;61,099355
a2200;30713;15,774151;61,099355
a2201;32887;15,774151;61,099355
a2202;53221;15,774151;61,099355
a2203;45203;15,774151;61,099355
a2204;31143;15,774151;61,099355
a2205;33278;15,774151;61,099355
a2206;9611;15,774151;61,099355
a2207;44311;15,774151;61,099355
a2208;54931;15,774151;61,099355
a2209;9642;15,774151;61,099355
a2210;49350;15,774151;61,099355
a2211;24061;15,774151;61,099355
a2212;26339;15,774151;61,099355
a2213;14215;15,774151;61,099355
a2214;30537;15,774151;61,099355
a2215;35469;15,774151;61,099355
a2216;30788;15,774151;61,099355
a2217;43570;15,774151;61,099355
a2218;27465;15,774151;61,099355
a2219;10439;15,774151;61,099355
a2220;32702;15,774151;61,099355
a2221;28773;15,774151;61,099355
a2222;8866;15,774151;61,099355
a2223;33756;15,774151;61,099355
a2224;22016;15,774151;61,099355
a2225;50025;15,774151;61,099355
a2226;11742;15,774151;61,099355
a2227;30601;15,774151;61,099355
a2228;31188;15,774151;61,099355
a2229;31178;15,774151;61,099355
a2230;43866;15,774151;61,099355
a2231;17168;15,774151;61,099355
a2232;50594;15,774151;61,099355
a2233;23096;15,774151;61,099355
a2234;47318;15,774151;61,099355
a2235;10106;15,774151;61,099355
a2236;45159;15,774151;61,099355
a2237;39947;15,774151;61,099355
a2238;18752;15,774151;61,099355
a2239;15141;15,774151;61,099355
a2240;39273;15,774151;61,099355
a2241;19194;15,774151;61,099355
a2242;9468;15,774151;61,099355
a2243;16457;15,774151;61,099355
a2244;40135;15,774151;61,099355
a2245;34334;15,774151;61,099355
a2246;19848;15,774151;61,099355
a2247;16222;15,774151;61,099355
a2248;11968;15,774151;61,099355
a2249;49210;15,774151;61,099355
a2250;8188;15,774151;61,099355
a2251;27942;15,774151;61,099355
a2252;44797;15,774151;61,099355
a2253;14130;15,774151;61,099355
a2254;53596;15,774151;61,099355
a2255;8293;15,774151;61,099355
a2256;31893;15,774151;61,099355
a2257;16945;15,774151;61,099355
a2258;46200;15,774151;61,099355
a2259;19500;15,774151;61,099355
a2260;29354;15,774151;61,099355
a2261;16762;15,774151;61,099355
a2262;25685;15,774151;61,099355
a2263;48405;15,774151;61,099355
a2264;19834;15,774151;61,099355
a2265;53998;15,774151;61,099355
a2266;50888;15,774151;61,099355
a2267;18925;15,774151;61,099355
a2268;39934;15,774151;61,099355
a2269;48149;15,774151;61,099355
a2270;9045;15,774151;61,099355
a2271;21805;15,774151;61,099355
a2272;7426;15,774151;61,099355
a2273;13813;15,774151;61,099355
a2274;13168;15,774151;61,099355
a2275;49231;15,774151;61,099355
a2276;50103;15,774151;61,099355
a2277;46244;15,774151;61,099355
a2278;39971;15,774151;61,099355
a2279;12222;15,774151;61,099355
a2280;42833;15,774151;61,099355
a2281;50084;15,774151;61,099355
a2282;28807;15,774151;61,099355
a2283;35497;15,774151;61,099355
a2284;53166;15,774151;61,099355
a2285;8716;15,774151;61,099355
a2286;44133;15,774151;61,099355
a2287;17976;15,774151;61,099355
a2288;28701;15,774151;61,099355
a2289;17205;15,774151;61,099355
a2290;50186;15,774151;61,099355
a2291;17011;15,774151;61,099355
a2292;31374;15,774151;61,099355
a2293;28721;15,774151;61,099355
a2294;6731;15,774151;61,099355
a2295;10988;15,774151;61,099355
a2296;34774;15,774151;61,099355
a2297;42964;15,774151;61,099355
a2298;19035;15,774151;61,099355
a2299;18041;15,774151;61,099355
a2300;50672;15,774151;61,099355
a2301;45194;15,774151;61,099355
a2302;13546;15,774151;61,099355
a2303;48263;15,774151;61,099355
a2304;40056;15,774151;61,099355
a2305;36180;15,774151;61,099355
a2306;13124;15,774151;61,099355
a2307;43041;15,774151;61,099355
a2308;42117;15,774151;61,099355
a2309;26627;15,774151;61,099355
a2310;52161;15,774151;61,099355
a2311;7903;15,774151;61,099355
a2312;21899;15,774151;61,099355
a2313;54468;15,774151;61,099355
a2314;52434;15,774151;61,099355
a2315;24624;15,774151;61,099355
a2316;43603;15,774151;61,099355
a2317;19753;15,774151;61,099355
a2318;25085;15,774151;61,099355
a2319;34241;15,774151;61,099355
a2320;21897;15,774151;61,099355
a2321;19846;15,774151;61,099355
a2322;22818;15,774151;61,099355
a2323;15110;15,774151;61,099355
a2324;38026;15,774151;61,099355
a2325;7110;15,774151;61,099355
a2326;39062;15,774151;61,099355
a2327;39142;15,774151;61,099355
a2328;30978;15,774151;61,099355
a2329;32353;15,774151;61,099355
a2330;37642;15,774151;61,099355
a2331;24987;15,774151;61,099355
a2332;36523;15,774151;61,099355
a2333;29904;15,774151;61,099355
a2334;47315;15,774151;61,099355
a2335;19067;15,774151;61,099355
a2336;48568;15,774151;61,099355
a2337;44403;15,774151;61,099355
a2338;20436;15,774151;61,099355
a2339;24087;15,774151;61,099355
a2340;17906;15,774151;61,099355
a2341;45134;15,774151;61,099355
a2342;33966;15,774151;61,099355
a2343;9947;15,774151;61,099355
a2344;33215;15,774151;61,099355
a2345;21038;15,774151;61,099355
a2346;54040;15,774151;61,099355
a2347;33804;15,774151;61,099355
a2348;47941;15,774151;61,099355
a2349;48419;15,774151;61,099355
a2350;42422;15,774151;61,099355
a2351;14456;15,774151;61,099355
a2352;24551;15,774151;61,099355
a2353;23811;15,774151;61,099355
a2354;54280;15,774151;61,099355
a2355;51184;15,774151;61,099355
a2356;14597;15,774151;61,099355
a2357;6464;15,774151;61,099355
a2358;11957;15,774151;61,099355
a2359;48735;15,774151;61,099355
a2360;28982;15,774151;61,099355
a2361;18460;15,774151;61,099355
a2362;38651;15,774151;61,099355
a2363;8189;15,774151;61,099355
a2364;27894;15,774151;61,099355
a2365;5630;15,774151;61,099355
a2366;49258;15,774151;61,099355
a2367;18161;15,774151;61,099355
a2368;23979;15,774151;61,099355
a2369;19095;15,774151;61,099355
a2370;23040;15,774151;61,099355
a2371;31970;15,774151;61,099355
a2372;45486;15,774151;61,099355
a2373;35532;15,774151;61,099355
a2374;24197;15,774151;61,099355
a2375;44204;15,774151;61,099355
a2376;48366;15,774151;61,099355
a2377;44073;15,774151;61,099355
a2378;41987;15,774151;61,099355
a2379;34466;15,774151;61,099355
a2380;47615;15,774151;61,099355
a2381;39118;15,774151;61,099355
a2382;41579;15,774151;61,099355
a2383;26966;15,774151;61,099355
a2384;8473;15,774151;61,099355
a2385;21278;15,774151;61,099355
a2386;50486;15,774151;61,099355
a2387;22141;15,774151;61,099355
a2388;47570;15,774151;61,099355
a2389;23189;15,774151;61,099355
a2390;53130;15,774151;61,099355
a2391;40456;15,774151;61,099355
a2392;42547;15,774151;61,099355
a2393;42974;15,774151;61,099355
a2394;27847;15,774151;61,099355
a2395;29196;15,774151;61,099355
a2396;36265;15,774151;61,099355
a2397;35774;15,774151;61,099355
a2398;36482;15,774151;61,099355
a2399;20181;15,774151;61,099355
a2400;48299;15,774151;61,099355
a2401;32954;15,774151;61,099355
a2402;16614;15,774151;61,099355
a2403;40055;15,774151;61,099355
a2404;22104;15,774151;61,099355
a2405;29339;15,774151;61,099355
a2406;30401;15,774151;61,099355
a2407;15119;15,774151;61,099355
a2408;40979;15,774151;61,099355
a2409;51161;15,774151;61,099355
a2410;42055;15,774151;61,099355
a2411;29465;15,774151;61,099355
a2412;39731;15,774151;61,099355
a2413;41252;15,774151;61,099355
a2414;28041;15,774151;61,099355
a2415;38646;15,774151;61,099355
a2416;21842;15,774151;61,099355
a2417;23486;15,774151;61,099355
a2418;20231;15,774151;61,099355
a2419;11019;15,774151;61,099355
a2420;13815;15,774151;61,099355
a2421;35456;15,774151;61,099355
a2422;42453;15,774151;61,099355
a2423;15485;15,774151;61,099355
a2424;49412;15,774151;61,099355
a2425;46932;15,774151;61,099355
a2426;25144;15,774151;61,099355
a2427;47422;15,774151;61,099355
a2428;26505;15,774151;61,099355
a2429;11801;15,774151;61,099355
a2430;21130;15,774151;61,099355
a2431;34250;15,774151;61,099355
a2432;18406;15,774151;61,099355
a2433;32844;15,774151;61,099355
a2434;47986;15,774151;61,099355
a2435;38333;15,774151;61,099355
a2436;49679;15,774151;61,099355
a2437;51977;15,774151;61,099355
a2438;48831;15,774151;61,099355
a2439;27653;15,774151;61,099355
a2440;13718;15,774151;61,099355
a2441;13403;15,774151;61,099355
a2442;43984;15,774151;61,099355
a2443;14080;15,774151;61,099355
a2444;15624;15,774151;61,099355
a2445;33482;15,774151;61,099355
a2446;40448;15,774151;61,099355
a2447;14946;15,774151;61,099355
a2448;19329;15,774151;61,099355
a2449;49069;15,774151;61,099355
a2450;24852;15,774151;61,099355
a2451;26098;15,774151;61,099355
a2452;12281;15,774151;61,099355
a2453;5592;15,774151;61,099355
a2454;38176;15,774151;61,099355
a2455;53672;15,774151;61,099355
a2456;24545;15,774151;61,099355
a2457;37175;15,774151;61,099355
a2458;17363;15,774151;61,099355
a2459;37378;15,774151;61,099355
a2460;51685;15,774151;61,099355
a2461;33762;15,774151;61,099355
a2462;39735;15,774151;61,099355
a2463;10283;15,774151;61,099355
a2464;32423;15,774151;61,099355
a2465;34375;15,774151;61,099355
a2466;21044;15,774151;61,099355
a2467;28777;15,774151;61,099355
a2468;22735;15,774151;61,099355
a2469;31404;15,774151;61,099355
a2470;46915;15,774151;61,099355
a2471;21708;15,774151;61,099355
a2472;37791;15,774151;61,099355
a2473;18120;15,774151;61,099355
a2474;10501;15,774151;61,099355
a2475;49491;15,774151;61,099355
a2476;51928;15,774151;61,099355
a2477;10499;15,774151;61,099355
a2478;36187;15,774151;61,099355
a2479;32441;15,774151;61,099355
a2480;54728;15,774151;61,099355
a2481;24882;15,774151;61,099355
a2482;40389;15,774151;61,099355
a2483;52514;15,774151;61,099355
a2484;8181;15,774151;61,099355
a2485;44976;15,774151;61,099355
a2486;15649;15,774151;61,099355
a2487;54204;15,774151;61,099355
a2488;35895;15,774151;61,099355
a2489;15305;15,774151;61,099355
a2490;23521;15,774151;61,099355
a2491;18410;15,774151;61,099355
a2492;50391;15,774151;61,099355
a2493;53305;15,774151;61,099355
a2494;45062;15,774151;61,099355
a2495;7778;15,774151;61,099355
a2496;38595;15,774151;61,099355
a2497;28981;15,774151;61,099355
a2498;15141;15,774151;61,099355
a2499;33212;15,774151;61,099355
a2500;28847;15,774151;61,099355
a2501;19263;15,774151;61,099355
a2502;8230;15,774151;61,099355
a2503;19054;15,774151;61,099355
a2504;54952;15,774151;61,099355
a2505;54054;15,774151;61,099355
a2506;48857;15,774151;61,099355
a2507;48770;15,774151;61,099355
a2508;14136;15,774151;61,099355
a2509;32293;15,774151;61,099355
a2510;39487;15,774151;61,099355
a2511;53881;15,774151;61,099355
a2512;36081;15,774151;61,099355
a2513;49334;15,774151;61,099355
a2514;32239;15,774151;61,099355
a2515;16368;15,774151;61,099355
a2516;39684;15,774151;61,099355
a2517;41426;15,774151;61,099355
a2518;18542;15,774151;61,099355
a2519;38786;15,774151;61,099355
a2520;52645;15,774151;61,099355
a2521;19134;15,774151;61,099355
a2522;22610;15,774151;61,099355
a2523;46938;15,774151;61,099355
a2524;6542;15,774151;61,099355
a2525;29201;15,774151;61,099355
a2526;10453;15,774151;61,099355
a2527;27124;15,774151;61,099355
a2528;46668;15,774151;61,099355
a2529;53504;15,774151;61,099355
a2530;16009;15,774151;61,099355
a2531;13669;15,774151;61,099355
a2532;11575;15,774151;61,099355
a2533;24524;15,774151;61,099355
a2534;39969;15,774151;61,099355
a2535;32747;15,774151;61,099355
a2536;42000;15,774151;61,099355
a2537;9079;15,774151;61,099355
a2538;44855;15,774151;61,099355
a2539;25364;15,774151;61,099355
a2540;22670;15,774151;61,099355
a2541;35915;15,774151;61,099355
a2542;52014;15,774151;61,099355
a2543;15739;15,774151;61,099355
a2544;43305;15,774151;61,099355
a2545;18219;15,774151;61,099355
a2546;42316;15,774151;61,099355
a2547;11338;15,774151;61,099355
a2548;37104;15,774151;61,099355
a2549;49097;15,774151;61,099355
a2550;22565;15,774151;61,099355
a2551;17308;15,774151;61,099355
a2552;15962;15,774151;61,099355
a2553;26646;15,774151;61,099355
a2554;43882;15,774151;61,099355
a2555;21186;15,774151;61,099355
a2556;21701;15,774151;61,099355
a2557;45354;15,774151;61,099355
a2558;46674;15,774151;61,099355
a2559;53391;15,774151;61,099355
a2560;51762;15,774151;61,099355
a2561;22270;15,774151;61,099355
a2562;9159;15,774151;61,099355
a2563;5249;15,774151;61,099355
a2564;45909;15,774151;61,099355
a2565;9624;15,774151;61,099355
a2566;42913;15,774151;61,099355
a2567;39058;15,774151;61,099355
a2568;37784;15,774151;61,099355
a2569;30402;15,774151;61,099355
a2570;9391;15,774151;61,099355
a2571;54087;15,774151;61,099355
a2572;31440;15,774151;61,099355
a2573;9753;15,774151;61,099355
a2574;25972;15,774151;61,099355
a2575;28261;15,774151;61,099355
a2576;8318;15,774151;61,099355
a2577;13042;15,774151;61,099355
a2578;38710;15,774151;61,099355
a2579;37788;15,774151;61,099355
a2580;54590;15,774151;61,099355
a2581;40870;15,774151;61,099355
a2582;11689;15,774151;61,099355
a2583;16025;15,774151;61,099355
a2584;22249;15,774151;61,099355
a2585;22447;15,774151;61,099355
a2586;19631;15,774151;61,099355
a2587;48424;15,774151;61,099355
a2588;49891;15,774151;61,099355
a2589;41322;15,774151;61,099355
a2590;31262;15,774151;61,099355
a2591;12635;15,774151;61,099355
a2592;20752;15,774151;61,099355
a2593;21672;15,774151;61,099355
a2594;35798;15,774151;61,099355
a2595;11484;15,774151;61,099355
a2596;26204;15,774151;61,099355
a2597;49112;15,774151;61,099355
a2598;43905;15,774151;61,099355
a2599;11892;15,774151;61,099355
a2600;32701;15,774151;61,099355
a2601;47268;15,774151;61,099355
a2602;37481;15,774151;61,099355
a2603;44600;15,774151;61,099355
a2604;18910;15,774151;61,099355
a2605;30291;15,774151;61,099355
a2606;49692;15,774151;61,099355
a2607;38010;15,774151;61,099355
a2608;7669;15,774151;61,099355
a2609;51852;15,774151;61,099355
a2610;27843;15,774151;61,099355
a2611;54385;15,774151;61,099355
a2612;14314;15,774151;61,099355
a2613;23247;15,774151;61,099355
a2614;16867;15,774151;61,099355
a2615;18227;15,774151;61,099355
a2616;18901;15,774151;61,099355
a2617;26725;15,774151;61,099355
a2618;50478;15,774151;61,099355
a2619;24704;15,774151;61,099355
a2620;44911;15,774151;61,099355
a2621;5334;15,774151;61,099355
a2622;50369;15,774151;61,099355
a2623;40693;15,774151;61,099355
a2624;41140;15,774151;61,099355
a2625;17249;15,774151;61,099355
a2626;11230;15,774151;61,099355
a2627;12201;15,774151;61,099355
a2628;16622;15,774151;61,099355
a2629;50789;15,774151;61,099355
a2630;40815;15,774151;61,099355
a2631;19717;15,774151;61,099355
a2632;20703;15,774151;61,099355
a2633;6169;15,774151;61,099355
a2634;29795;15,774151;61,099355
a2635;27402;15,774151;61,099355
a2636;41664;15,774151;61,099355
a2637;11382;15,774151;61,099355
a2638;45731;15,774151;61,099355
a2639;52922;15,774151;61,099355
a2640;17662;15,774151;61,099355
a2641;52573;15,774151;61,099355
a2642;29129;15,774151;61,099355
a2643;42204;15,774151;61,099355
a2644;13162;15,774151;61,099355
a2645;13742;15,774151;61,099355
a2646;17257;15,774151;61,099355
a2647;17413;15,774151;61,099355
a2648;12551;15,774151;61,099355
a2649;36698;15,774151;61,099355
a2650;33153;15,774151;61,099355
a2651;27091;15,774151;61,099355
a2652;20147;15,774151;61,099355
a2653;29809;15,774151;61,099355
a2654;53106;15,774151;61,099355
a2655;14485;15,774151;61,099355
a2656;32439;15,774151;61,099355
a2657;23266;15,774151;61,099355
a2658;5767;15,774151;61,099355
a2659;33879;15,774151;61,099355
a2660;14070;15,774151;61,099355
a2661;39356;15,774151;61,099355
a2662;10014;15,774151;61,099355
a2663;34983;15,774151;61,099355
a2664;13795;15,774151;61,099355
a2665;18542;15,774151;61,099355
a2666;26692;15,774151;61,099355
a2667;52311;15,774151;61,099355
a2668;50472;15,774151;61,099355
a2669;16014;15,774151;61,099355
a2670;31468;15,774151;61,099355
a2671;29851;15,774151;61,099355
a2672;31985;15,774151;61,099355
a2673;8831;15,774151;61,099355
a2674;12133;15,774151;61,099355
a2675;31342;15,774151;61,099355
a2676;41922;15,774151;61,099355
a2677;30773;15,774151;61,099355
a2678;53938;15,774151;61,099355
a2679;32967;15,774151;61,099355
a2680;39826;15,774151;61,099355
a2681;30577;15,774151;61,099355
a2682;50778;15,774151;61,099355
a2683;18407;15,774151;61,099355
a2684;20888;15,774151;61,099355
a2685;29372;15,774151;61,099355
a2686;18392;15,774151;61,099355
a2687;45810;15,774151;61,099355
a2688;20044;15,774151;61,099355
a2689;34792;15,774151;61,099355
a2690;38140;15,774151;61,099355
a2691;32511;15,774151;61,099355
a2692;23640;15,774151;61,099355
a2693;52548;15,774151;61,099355
a2694;26346;15,774151;61,099355
a2695;6050;15,774151;61,099355
a2696;19038;15,774151;61,099355
a2697;20982;15,774151;61,099355
a2698;54755;15,774151;61,099355
a2699;49458;15,774151;61,099355
a2700;18847;15,774151;61,099355
a2701;30578;15,774151;61,099355
a2702;42200;15,774151;61,099355
a2703;24617;15,774151;61,099355
a2704;41834;15,774151;61,099355
a2705;28286;15,774151;61,099355
a2706;46226;15,774151;61,099355
a2707;40032;15,774151;61,099355
a2708;16975;15,774151;61,099355
a2709;46057;15,774151;61,099355
a2710;6133;15,774151;61,099355
a2711;38331;15,774151;61,099355
a2712;50599;15,774151;61,099355
a2713;34016;15,774151;61,099355
a2714;25650;15,774151;61,099355
a2715;14460;15,774151;61,099355
a2716;9142;15,774151;61,099355
a2717;21370;15,774151;61,099355
a2718;34301;15,774151;61,099355
a2719;37647;15,774151;61,099355
a2720;21610;15,774151;61,099355
a2721;22287;15,774151;61,099355
a2722;31403;15,774151;61,099355
a2723;38969;15,774151;61,099355
a2724;46549;15,774151;61,099355
a2725;49785;15,774151;61,099355
a2726;45595;15,774151;61,099355
a2727;41609;15,774151;61,099355
a2728;28053;15,774151;61,099355
a2729;47941;15,774151;61,099355
a2730;35817;15,774151;61,099355
a2731;52766;15,774151;61,099355
a2732;34118;15,774151;61,099355
a2733;51633;15,774151;61,099355
a2734;16734;15,774151;61,099355
a2735;54557;15,774151;61,099355
a2736;28544;15,774151;61,099355
a2737;33463;15,774151;61,099355
a2738;12747;15,774151;61,099355
a2739;26249;15,774151;61,099355
a2740;24483;15,774151;61,099355
a2741;49501;15,774151;61,099355
a2742;29931;15,774151;61,099355
a2743;51676;15,774151;61,099355
a2744;53738;15,774151;61,099355
a2745;49068;15,774151;61,099355
a2746;34527;15,774151;61,099355
a2747;13786;15,774151;61,099355
a2748;10950;15,774151;61,099355
a2749;18893;15,774151;61,099355
a2750;39900;15,774151;61,099355
a2751;52953;15,774151;61,099355
a2752;45931;15,774151;61,099355
a2753;38672;15,774151;61,099355
a2754;31341;15,774151;61,099355
a2755;16863;15,774151;61,099355
a2756;30577;15,774151;61,099355
a2757;33310;15,774151;61,099355
a2758;49459;15,774151;61,099355
a2759;7608;15,774151;61,099355
a2760;19020;15,774151;61,099355
a2761;16938;15,774151;61,099355
a2762;8503;15,774151;61,099355
a2763;35941;15,774151;61,099355
a2764;50991;15,774151;61,099355
a2765;35180;15,774151;61,099355
a2766;45489;15,774151;61,099355
a2767;23571;15,774151;61,099355
a2768;18712;15,774151;61,099355
a2769;25080;15,774151;61,099355
a2770;29657;15,774151;61,099355
a2771;51826;15,774151;61,099355
a2772;27079;15,774151;61,099355
a2773;26594;15,774151;61,099355
a2774;9507;15,774151;61,099355
a2775;39079;15,774151;61,099355
a2776;25359;15,774151;61,099355
a2777;45640;15,774151;61,099355
a2778;36406;15,774151;61,099355
a2779;39882;15,774151;61,099355
a2780;26196;15,774151;61,099355
a2781;36290;15,774151;61,099355
a2782;29604;15,774151;61,099355
a2783;45960;15,774151;61,099355
a2784;54316;15,774151;61,099355
a2785;38918;15,774151;61,099355
a2786;37383;15,774151;61,099355
a2787;32900;15,774151;61,099355
a2788;33008;15,774151;61,099355
a2789;31832;15,774151;61,099355
a2790;53018;15,774151;61,099355
a2791;36671;15,774151;61,099355
a2792;21182;15,774151;61,099355
a2793;26258;15,774151;61,099355
a2794;12257;15,774151;61,099355
a2795;10956;15,774151;61,099355
a2796;7611;15,774151;61,099355
a2797;8421;15,774151;61,099355
a2798;31085;15,774151;61,099355
a2799;9674;15,774151;61,099355
a2800;51827;15,774151;61,099355
a2801;7877;15,774151;61,099355
a2802;38701;15,774151;61,099355
a2803;9063;15,774151;61,099355
a2804;33059;15,774151;61,099355
a2805;48301;15,774151;61,099355
a2806;20839;15,774151;61,099355
a2807;30198;15,774151;61,099355
a2808;29583;15,774151;61,099355
a2809;15450;15,774151;61,099355
a2810;12812;15,774151;61,099355
a2811;45943;15,774151;61,099355
a2812;50930;15,774151;61,099355
a2813;7188;15,774151;61,099355
a2814;20016;15,774151;61,099355
a2815;5977;15,774151;61,099355
a2816;34466;15,774151;61,099355
a2817;12122;15,774151;61,099355
a2818;46005;15,774151;61,099355
a2819;39749;15,774151;61,099355
a2820;46069;15,774151;61,099355
a2821;46669;15,774151;61,099355
a2822;24708;15,774151;61,099355
a2823;50030;15,774151;61,099355
a2824;41844;15,774151;61,099355
a2825;15164;15,774151;61,099355
a2826;33879;15,774151;61,099355
a2827;39038;15,774151;61,099355
a2828;54131;15,774151;61,099355
a2829;44032;15,774151;61,099355
a2830;11443;15,774151;61,099355
a2831;15045;15,774151;61,099355
a2832;10397;15,774151;61,099355
a2833;28952;15,774151;61,099355
a2834;5066;15,774151;61,099355
a2835;9837;15,774151;61,099355
a2836;28065;15,774151;61,099355
a2837;23455;15,774151;61,099355
a2838;7937;15,774151;61,099355
a2839;46441;15,774151;61,099355
a2840;51778;15,774151;61,099355
a2841;38480;15,774151;61,099355
a2842;20578;15,774151;61,099355
a2843;32101;15,774151;61,099355
a2844;12173;15,774151;61,099355
a2845;15004;15,774151;61,099355
a2846;29274;15,774151;61,099355
a2847;13688;15,774151;61,099355
a2848;36850;15,774151;61,099355
a2849;26086;15,774151;61,099355
a2850;6642;15,774151;61,099355
a2851;21401;15,774151;61,099355
a2852;34869;15,774151;61,099355
a2853;10391;15,774151;61,099355
a2854;18789;15,774151;61,099355
a2855;41942;15,774151;61,099355
a2856;5880;15,774151;61,099355
a2857;36596;15,774151;61,099355
a2858;16553;15,774151;61,099355
a2859;54156;15,774151;61,099355
a2860;43772;15,774151;61,099355
a2861;46932;15,774151;61,099355
a2862;45381;15,774151;61,099355
a2863;28571;15,774151;61,099355
a2864;12571;15,774151;61,099355
a2865;28584;15,774151;61,099355
a2866;29535;15,774151;61,099355
a2867;37218;15,774151;61,099355
a2868;19282;15,774151;61,099355
a2869;13649;15,774151;61,099355
a2870;21553;15,774151;61,099355
a2871;41644;15,774151;61,099355
a2872;44320;15,774151;61,099355
a2873;11932;15,774151;61,099355
a2874;7126;15,774151;61,099355
a2875;25156;15,774151;61,099355
a2876;15239;15,774151;61,099355
a2877;35972;15,774151;61,099355
a2878;18897;15,774151;61,099355
a2879;9949;15,774151;61,099355
a2880;23583;15,774151;61,099355
a2881;34400;15,774151;61,099355
a2882;40093;15,774151;61,099355
a2883;51031;15,774151;61,099355
a2884;37838;15,774151;61,099355
a2885;7964;15,774151;61,099355
a2886;20314;15,774151;61,099355
a2887;26614;15,774151;61,099355
a2888;7731;15,774151;61,099355
a2889;42381;15,774151;61,099355
a2890;31389;15,774151;61,099355
a2891;49002;15,774151;61,099355
a2892;36393;15,774151;61,099355
a2893;53545;15,774151;61,099355
a2894;10707;15,774151;61,099355
a2895;50902;15,774151;61,099355
a2896;17274;15,774151;61,099355
a2897;53567;15,774151;61,099355
a2898;23151;15,774151;61,099355
a2899;9575;15,774151;61,099355
a2900;42122;15,774151;61,099355
a2901;10630;15,774151;61,099355
a2902;20412;15,774151;61,099355
a2903;5244;15,774151;61,099355
a2904;34841;15,774151;61,099355
a2905;41683;15,774151;61,099355
a2906;38255;15,774151;61,099355
a2907;20817;15,774151;61,099355
a2908;53545;15,774151;61,099355
a2909;44651;15,774151;61,099355
a2910;48132;15,774151;61,099355
a2911;27088;15,774151;61,099355
a2912;29802;15,774151;61,099355
a2913;46019;15,774151;61,099355
a2914;19431;15,774151;61,099355
a2915;11356;15,774151;61,099355
a2916;29668;15,774151;61,099355
a2917;10388;15,774151;61,099355
a2918;52607;15,774151;61,099355
a2919;47630;15,774151;61,099355
a2920;25907;15,774151;61,099355
a2921;30935;15,774151;61,099355
a2922;11446;15,774151;61,099355
a2923;23484;15,774151;61,099355
a2924;14550;15,774151;61,099355
a2925;43572;15,774151;61,099355
a2926;14814;15,774151;61,099355
a2927;31995;15,774151;61,099355
a2928;41825;15,774151;61,099355
a2929;33040;15,774151;61,099355
a2930;44370;15,774151;61,099355
a2931;7190;15,774151;61,099355
a2932;29416;15,774151;61,099355
a2933;26189;15,774151;61,099355
a2934;34927;15,774151;61,099355
a2935;27952;15,774151;61,099355
a2936;46981;15,774151;61,099355
a2937;46238;15,774151;61,099355
a2938;38423;15,774151;61,099355
a2939;38436;15,774151;61,099355
a2940;30928;15,774151;61,099355
a2941;31950;15,774151;61,099355
a2942;40795;15,774151;61,099355
a2943;32706;15,774151;61,099355
a2944;37545;15,774151;61,099355
a2945;7348;15,774151;61,099355
a2946;13411;15,774151;61,099355
a2947;27501;15,774151;61,099355
a2948;46752;15,774151;61,099355
a2949;20845;15,774151;61,099355
a2950;47224;15,774151;61,099355
a2951;49871;15,774151;61,099355
a2952;49990;15,774151;61,099355
a2953;7469;15,774151;61,099355
a2954;48273;15,774151;61,099355
a2955;45709;15,774151;61,099355
a2956;12062;15,774151;61,099355
a2957;14257;15,774151;61,099355
a2958;17782;15,774151;61,099355
a2959;21167;15,774151;61,099355
a2960;42074;15,774151;61,099355
a2961;16815;15,774151;61,099355
a2962;48724;15,774151;61,099355
a2963;11371;15,774151;61,099355
a2964;43104;15,774151;61,099355
a2965;44557;15,774151;61,099355
a2966;43417;15,774151;61,099355
a2967;29926;15,774151;61,099355
a2968;33641;15,774151;61,099355
a2969;23190;15,774151;61,099355
a2970;43527;15,774151;61,099355
a2971;38247;15,774151;61,099355
a2972;46457;15,774151;61,099355
a2973;35640;15,774151;61,099355
a2974;14624;15,774151;61,099355
a2975;35970;15,774151;61,099355
a2976;12126;15,774151;61,099355
a2977;46815;15,774151;61,099355
a2978;42380;15,774151;61,099355
a2979;12358;15,774151;61,099355
a2980;25122;15,774151;61,099355
a2981;33336;15,774151;61,099355
a2982;26432;15,774151;61,099355
a2983;13942;15,774151;61,099355
a2984;20139;15,774151;61,099355
a2985;6693;15,774151;61,099355
a2986;50938;15,774151;61,099355
a2987;25470;15,774151;61,099355
a2988;5077;15,774151;61,099355
a2989;17155;15,774151;61,099355
a2990;17967;15,774151;61,099355
a2991;29639;15,774151;61,099355
a2992;5019;15,774151;61,099355
a2993;26209;15,774151;61,099355
a2994;50974;15,774151;61,099355
a2995;6060;15,774151;61,099355
a2996;18420;15,774151;61,099355
a2997;37295;15,774151;61,099355
a2998;10837;15,774151;61,099355
a2999;51446;15,774151;61,099355
a3000;22734;15,774151;61,099355
a3001;28170;15,774151;61,099355
a3002;16190;15,774151;61,099355
a3003;51097;15,774151;61,099355
a3004;41749;15,774151;61,099355
a3005;33377;15,774151;61,099355
a3006;23118;15,774151;61,099355
a3007;6420;15,774151;61,099355
a3008;51011;15,774151;61,099355
